user_id,recency_days,freq_orders,monetary_gmv,r_score,f_score,m_score,segment
1602,18,1,397.0,2,1,4,重要挽留客户
7519,0,1,396.0,1,1,4,重要挽留客户
799,36,1,396.0,3,2,4,重要挽留客户
6021,44,3,396.0,4,5,4,重要价值客户
3236,12,2,395.0,2,4,4,重要保持客户
3338,35,2,395.0,3,4,4,重要保持客户
9590,4,4,394.0,1,5,4,重要保持客户
5379,45,2,394.0,4,4,4,重要价值客户
3092,61,2,394.0,4,5,4,重要价值客户
3743,21,3,394.0,2,5,4,重要保持客户
8387,6,3,393.0,1,5,4,重要保持客户
103,33,1,393.0,3,1,4,重要挽留客户
9376,44,1,393.0,4,2,4,重要发展客户
5011,83,1,393.0,5,3,4,重要发展客户
7072,5,1,393.0,1,1,4,重要挽留客户
6740,64,2,392.0,4,5,4,重要价值客户
4401,7,3,392.0,1,5,4,重要保持客户
5486,72,1,392.0,5,3,4,重要发展客户
5840,57,3,392.0,4,5,4,重要价值客户
1967,18,2,392.0,2,4,4,重要保持客户
1644,4,2,391.0,1,4,4,重要保持客户
9857,22,2,391.0,2,4,4,重要保持客户
2977,55,1,388.0,4,2,4,重要发展客户
5910,54,2,388.0,4,4,4,重要价值客户
7589,14,4,387.0,2,5,4,重要保持客户
7218,22,2,387.0,2,4,4,重要保持客户
3137,39,2,387.0,3,4,4,重要保持客户
2789,17,3,387.0,2,5,4,重要保持客户
8043,1,3,386.0,1,5,4,重要保持客户
1395,3,2,386.0,1,4,4,重要保持客户
85,32,2,386.0,3,4,4,重要保持客户
2619,70,2,386.0,5,5,4,重要价值客户
2703,35,1,384.0,3,2,4,重要挽留客户
5616,36,2,384.0,3,4,4,重要保持客户
682,70,2,384.0,5,5,4,重要价值客户
5294,3,5,383.0,1,5,4,重要保持客户
3747,20,3,383.0,2,5,4,重要保持客户
8041,4,4,383.0,1,5,4,重要保持客户
75,1,3,382.0,1,5,4,重要保持客户
4398,57,1,382.0,4,2,4,重要发展客户
3812,63,1,382.0,4,2,4,重要发展客户
5404,44,2,382.0,4,4,4,重要价值客户
2626,27,2,381.0,3,4,4,重要保持客户
1770,10,1,381.0,1,1,4,重要挽留客户
9485,5,3,380.0,1,5,4,重要保持客户
7725,34,3,378.0,3,5,4,重要保持客户
4076,30,1,378.0,3,1,4,重要挽留客户
2330,79,1,378.0,5,3,4,重要发展客户
321,61,2,378.0,4,5,4,重要价值客户
9850,29,1,377.95,3,1,4,重要挽留客户
9361,5,3,377.0,1,5,4,重要保持客户
4318,63,1,376.0,4,2,4,重要发展客户
7705,3,2,376.0,1,4,4,重要保持客户
4531,12,3,375.0,2,5,4,重要保持客户
5455,8,2,375.0,1,4,4,重要保持客户
8069,31,2,373.0,3,4,4,重要保持客户
7067,44,3,373.0,4,5,4,重要价值客户
1050,1,2,373.0,1,3,4,重要挽留客户
8956,30,2,373.0,3,4,4,重要保持客户
8146,68,1,372.0,5,3,4,重要发展客户
2868,17,1,372.0,2,1,4,重要挽留客户
1327,43,1,372.0,4,2,4,重要发展客户
542,69,1,372.0,5,3,4,重要发展客户
8428,23,1,372.0,2,1,4,重要挽留客户
6580,53,1,372.0,4,2,4,重要发展客户
2760,28,1,372.0,3,1,4,重要挽留客户
920,59,1,372.0,4,2,4,重要发展客户
5846,2,1,372.0,1,1,4,重要挽留客户
9471,41,1,372.0,3,2,4,重要挽留客户
4632,12,2,371.0,2,4,4,重要保持客户
4333,24,3,371.0,2,5,4,重要保持客户
3178,27,2,371.0,3,4,4,重要保持客户
1056,0,4,371.0,1,5,4,重要保持客户
4584,30,2,371.0,3,4,4,重要保持客户
8759,38,1,371.0,3,2,4,重要挽留客户
7510,74,2,371.0,5,5,4,重要价值客户
2295,27,2,370.0,3,4,4,重要保持客户
6086,46,3,370.0,4,5,4,重要价值客户
1333,36,2,369.0,3,4,4,重要保持客户
1207,49,2,369.0,4,4,4,重要价值客户
1092,24,3,369.0,2,5,4,重要保持客户
8022,11,4,369.0,1,5,4,重要保持客户
3000,33,1,368.0,3,1,4,重要挽留客户
3587,1,2,368.0,1,3,4,重要挽留客户
5589,16,3,368.0,2,5,4,重要保持客户
3667,40,3,368.0,3,5,4,重要保持客户
8582,62,1,367.0,4,2,4,重要发展客户
1543,26,1,367.0,3,1,4,重要挽留客户
3160,87,1,367.0,5,3,4,重要发展客户
6158,55,1,367.0,4,2,4,重要发展客户
1248,65,1,367.0,4,2,4,重要发展客户
5266,32,1,367.0,3,1,4,重要挽留客户
7207,89,1,367.0,5,3,4,重要发展客户
1083,60,1,367.0,4,2,4,重要发展客户
5410,67,1,367.0,5,3,4,重要发展客户
345,45,1,367.0,4,2,4,重要发展客户
7002,16,2,367.0,2,4,4,重要保持客户
4066,61,1,367.0,4,2,4,重要发展客户
876,24,1,367.0,2,1,4,重要挽留客户
8286,70,1,367.0,5,3,4,重要发展客户
2102,49,1,367.0,4,2,4,重要发展客户
1063,20,3,366.0,2,5,4,重要保持客户
4128,35,2,365.0,3,4,4,重要保持客户
7376,16,2,365.0,2,4,4,重要保持客户
3998,25,1,363.53,2,1,4,重要挽留客户
9307,49,1,363.0,4,2,4,重要发展客户
7296,16,2,363.0,2,4,4,重要保持客户
1420,4,4,362.9,1,5,4,重要保持客户
6182,14,2,362.0,2,4,4,重要保持客户
2561,53,2,362.0,4,4,4,重要价值客户
4242,22,2,362.0,2,4,4,重要保持客户
7642,7,4,362.0,1,5,4,重要保持客户
2698,38,1,362.0,3,2,4,重要挽留客户
8125,25,2,362.0,2,4,4,重要保持客户
7279,47,1,362.0,4,2,4,重要发展客户
3054,29,2,362.0,3,4,4,重要保持客户
2745,9,3,361.0,1,5,4,重要保持客户
1565,6,2,361.0,1,4,4,重要保持客户
3447,20,3,361.0,2,5,4,重要保持客户
1724,24,2,361.0,2,4,4,重要保持客户
5626,1,1,361.0,1,1,4,重要挽留客户
1369,37,2,361.0,3,4,4,重要保持客户
8914,0,2,361.0,1,3,4,重要挽留客户
9586,1,3,360.0,1,5,4,重要保持客户
6340,13,3,360.0,2,5,4,重要保持客户
5108,86,1,359.0,5,3,4,重要发展客户
419,42,2,359.0,3,4,4,重要保持客户
3207,36,3,359.0,3,5,4,重要保持客户
5135,65,1,358.0,5,2,4,重要发展客户
2654,6,2,358.0,1,4,4,重要保持客户
7873,31,2,358.0,3,4,4,重要保持客户
4677,35,2,358.0,3,4,4,重要保持客户
3085,48,2,357.0,4,4,4,重要价值客户
6287,23,3,356.0,2,5,4,重要保持客户
58,26,2,356.0,3,4,4,重要保持客户
2877,24,3,356.0,2,5,4,重要保持客户
7151,53,2,356.0,4,4,4,重要价值客户
8476,16,3,356.0,2,5,4,重要保持客户
1363,48,2,355.0,4,4,4,重要价值客户
4978,82,1,354.0,5,3,4,重要发展客户
7410,37,2,354.0,3,4,4,重要保持客户
374,7,3,354.0,1,5,4,重要保持客户
1779,17,1,354.0,2,1,4,重要挽留客户
3963,19,2,353.0,2,4,4,重要保持客户
7290,49,2,353.0,4,4,4,重要价值客户
8711,24,1,352.0,2,1,4,重要挽留客户
2645,17,2,351.0,2,4,4,重要保持客户
8244,32,2,351.0,3,4,4,重要保持客户
1344,9,3,351.0,1,5,4,重要保持客户
3158,24,3,350.0,2,5,4,重要保持客户
1388,20,1,350.0,2,1,4,重要挽留客户
1147,20,2,350.0,2,4,4,重要保持客户
4868,16,3,350.0,2,5,4,重要保持客户
3038,69,1,349.0,5,3,4,重要发展客户
7944,55,2,349.0,4,4,4,重要价值客户
3701,18,3,348.64,2,5,4,重要保持客户
4753,0,2,348.0,1,3,4,重要挽留客户
6308,69,1,348.0,5,3,4,重要发展客户
5691,73,1,348.0,5,3,4,重要发展客户
7924,73,1,348.0,5,3,4,重要发展客户
7742,12,2,347.0,2,4,4,重要保持客户
777,2,4,347.0,1,5,4,重要保持客户
7155,51,2,346.0,4,4,4,重要价值客户
8215,15,1,346.0,2,1,4,重要挽留客户
37,3,3,346.0,1,5,4,重要保持客户
4710,32,1,346.0,3,1,4,重要挽留客户
827,57,1,346.0,4,2,4,重要发展客户
6471,11,2,345.0,1,4,4,重要保持客户
4458,26,2,345.0,3,4,4,重要保持客户
4419,30,2,345.0,3,4,4,重要保持客户
4644,11,2,345.0,1,4,4,重要保持客户
6945,34,2,345.0,3,4,4,重要保持客户
5523,50,2,344.0,4,4,4,重要价值客户
6490,18,3,344.0,2,5,4,重要保持客户
4208,39,3,343.0,3,5,4,重要保持客户
3596,27,3,342.27,3,5,4,重要保持客户
8531,5,3,342.0,1,5,4,重要保持客户
880,14,4,342.0,2,5,4,重要保持客户
3962,86,1,342.0,5,3,4,重要发展客户
9834,87,1,342.0,5,3,4,重要发展客户
8715,33,2,341.0,3,4,4,重要保持客户
6521,6,3,340.0,1,5,4,重要保持客户
4027,7,2,340.0,1,4,4,重要保持客户
8088,7,2,340.0,1,4,4,重要保持客户
8034,14,3,339.0,2,5,4,重要保持客户
2498,6,2,339.0,1,4,4,重要保持客户
6835,35,2,338.0,3,4,4,重要保持客户
6187,12,3,338.0,2,5,4,重要保持客户
1874,6,4,338.0,1,5,4,重要保持客户
8089,19,2,336.0,2,4,4,重要保持客户
5569,4,4,336.0,1,5,4,重要保持客户
3851,18,3,335.2,2,5,4,重要保持客户
5328,22,2,335.0,2,4,4,重要保持客户
5137,4,3,335.0,1,5,4,重要保持客户
3804,52,2,334.0,4,4,4,重要价值客户
6025,17,3,334.0,2,5,4,重要保持客户
5749,67,1,334.0,5,3,4,重要发展客户
9446,8,2,334.0,1,4,4,重要保持客户
3911,26,2,333.0,3,4,4,重要保持客户
4228,4,2,333.0,1,4,4,重要保持客户
7091,20,2,333.0,2,4,4,重要保持客户
4295,23,2,333.0,2,4,4,重要保持客户
753,72,2,332.0,5,5,4,重要价值客户
8013,53,1,332.0,4,2,4,重要发展客户
254,34,2,332.0,3,4,4,重要保持客户
20,43,2,332.0,4,4,4,重要价值客户
1318,18,2,331.0,2,4,4,重要保持客户
9684,28,2,330.0,3,4,4,重要保持客户
7260,69,2,330.0,5,5,4,重要价值客户
1273,32,1,330.0,3,1,4,重要挽留客户
3957,0,3,330.0,1,5,4,重要保持客户
9808,3,2,330.0,1,4,4,重要保持客户
663,50,2,329.0,4,4,4,重要价值客户
4561,22,3,329.0,2,5,4,重要保持客户
7146,5,2,329.0,1,4,4,重要保持客户
7749,36,1,328.0,3,2,4,重要挽留客户
412,33,3,328.0,3,5,4,重要保持客户
3135,16,1,327.0,2,1,4,重要挽留客户
7852,80,1,327.0,5,3,4,重要发展客户
7324,10,2,327.0,1,4,4,重要保持客户
4514,24,3,327.0,2,5,4,重要保持客户
640,44,3,326.0,4,5,4,重要价值客户
9892,15,2,325.0,2,4,4,重要保持客户
2459,33,2,325.0,3,4,4,重要保持客户
8039,63,2,324.0,4,5,4,重要价值客户
4197,20,3,324.0,2,5,4,重要保持客户
1054,59,1,324.0,4,2,4,重要发展客户
3039,26,3,324.0,3,5,4,重要保持客户
9081,29,2,324.0,3,4,4,重要保持客户
1936,7,4,324.0,1,5,4,重要保持客户
190,69,1,323.0,5,3,4,重要发展客户
2924,29,1,322.74,3,1,4,重要挽留客户
2753,79,1,322.0,5,3,4,重要发展客户
7349,28,1,322.0,3,1,4,重要挽留客户
2425,28,2,322.0,3,4,4,重要保持客户
2763,37,1,322.0,3,2,4,重要挽留客户
3576,2,3,322.0,1,5,4,重要保持客户
4667,40,1,322.0,3,2,4,重要挽留客户
3201,13,1,322.0,2,1,4,重要挽留客户
5984,39,2,321.0,3,4,4,重要保持客户
5321,69,2,321.0,5,5,4,重要价值客户
7471,71,1,320.0,5,3,4,重要发展客户
7858,1,3,320.0,1,5,4,重要保持客户
8162,22,1,320.0,2,1,4,重要挽留客户
2267,72,1,320.0,5,3,4,重要发展客户
6055,30,1,320.0,3,1,4,重要挽留客户
6180,15,2,320.0,2,4,4,重要保持客户
7884,60,1,320.0,4,2,4,重要发展客户
1046,66,2,320.0,5,5,4,重要价值客户
1062,0,2,319.0,1,3,4,重要挽留客户
1296,73,2,319.0,5,5,4,重要价值客户
8186,2,3,319.0,1,5,4,重要保持客户
3232,1,2,318.0,1,3,4,重要挽留客户
9764,37,1,318.0,3,2,4,重要挽留客户
6795,69,1,318.0,5,3,4,重要发展客户
1825,21,1,318.0,2,1,4,重要挽留客户
9253,54,1,318.0,4,2,4,重要发展客户
142,74,1,318.0,5,3,4,重要发展客户
9876,22,1,318.0,2,1,4,重要挽留客户
8260,63,1,318.0,4,2,4,重要发展客户
399,77,1,318.0,5,3,4,重要发展客户
5802,26,1,318.0,3,1,4,重要挽留客户
6455,65,1,318.0,5,2,4,重要发展客户
5252,9,1,318.0,1,1,4,重要挽留客户
8179,0,3,317.0,1,5,4,重要保持客户
2965,14,2,316.52,2,4,4,重要保持客户
1524,8,2,316.0,1,4,4,重要保持客户
4499,5,1,315.0,1,1,4,重要挽留客户
8191,69,1,315.0,5,3,4,重要发展客户
9866,29,3,315.0,3,5,4,重要保持客户
7157,24,1,314.0,2,1,4,重要挽留客户
8292,60,2,314.0,4,5,4,重要价值客户
1812,60,2,313.0,4,5,4,重要价值客户
9704,62,2,313.0,4,5,4,重要价值客户
9632,1,2,313.0,1,3,4,重要挽留客户
167,37,2,313.0,3,4,4,重要保持客户
5222,35,2,312.0,3,4,4,重要保持客户
4410,59,2,312.0,4,5,4,重要价值客户
7602,24,2,311.0,2,4,4,重要保持客户
3346,35,2,311.0,3,4,4,重要保持客户
5492,5,3,311.0,1,5,4,重要保持客户
3017,28,2,310.0,3,4,4,重要保持客户
1989,34,2,310.0,3,4,4,重要保持客户
7634,15,3,309.0,2,5,4,重要保持客户
6391,33,4,309.0,3,5,4,重要保持客户
1313,2,2,309.0,1,3,4,重要挽留客户
7820,17,2,309.0,2,4,4,重要保持客户
2428,30,2,308.11,3,4,4,重要保持客户
7037,37,2,308.0,3,4,4,重要保持客户
2392,52,3,308.0,4,5,4,重要价值客户
7936,35,3,307.0,3,5,4,重要保持客户
9183,51,1,307.0,4,2,4,重要发展客户
209,86,1,307.0,5,3,4,重要发展客户
9700,35,1,307.0,3,2,4,重要挽留客户
1378,14,4,307.0,2,5,4,重要保持客户
1405,52,1,307.0,4,2,4,重要发展客户
8426,8,1,307.0,1,1,4,重要挽留客户
5739,7,3,307.0,1,5,4,重要保持客户
8784,39,1,307.0,3,2,4,重要挽留客户
8309,65,1,307.0,5,2,4,重要发展客户
9809,28,1,307.0,3,1,4,重要挽留客户
5226,30,3,307.0,3,5,4,重要保持客户
8585,46,1,307.0,4,2,4,重要发展客户
7179,84,1,307.0,5,3,4,重要发展客户
8063,31,1,307.0,3,1,4,重要挽留客户
4552,21,3,306.0,2,5,4,重要保持客户
7655,28,2,306.0,3,4,4,重要保持客户
6411,62,2,305.0,4,5,4,重要价值客户
3195,15,3,305.0,2,5,4,重要保持客户
5419,36,2,304.0,3,4,4,重要保持客户
257,73,1,304.0,5,3,4,重要发展客户
1820,39,1,303.0,3,2,4,重要挽留客户
9625,22,2,303.0,2,4,4,重要保持客户
7112,15,1,303.0,2,1,4,重要挽留客户
6023,45,1,303.0,4,2,4,重要发展客户
8608,57,2,303.0,4,5,4,重要价值客户
453,26,1,303.0,3,1,4,重要挽留客户
120,82,1,303.0,5,3,4,重要发展客户
774,4,1,303.0,1,1,4,重要挽留客户
7201,37,1,303.0,3,2,4,重要挽留客户
2888,88,1,303.0,5,3,4,重要发展客户
6913,8,1,303.0,1,1,4,重要挽留客户
7605,32,3,302.0,3,5,4,重要保持客户
3193,13,2,302.0,2,4,4,重要保持客户
1586,35,3,302.0,3,5,4,重要保持客户
259,19,1,302.0,2,1,4,重要挽留客户
2578,60,2,302.0,4,5,4,重要价值客户
1617,5,2,302.0,1,4,4,重要保持客户
3337,19,3,302.0,2,5,4,重要保持客户
229,7,2,302.0,1,4,4,重要保持客户
5838,56,2,301.0,4,4,4,重要价值客户
9078,23,1,301.0,2,1,4,重要挽留客户
9049,45,2,301.0,4,4,4,重要价值客户
6909,7,1,300.0,1,1,4,重要挽留客户
3761,32,2,300.0,3,4,4,重要保持客户
7849,48,1,300.0,4,2,4,重要发展客户
2741,13,2,300.0,2,4,4,重要保持客户
2872,21,2,300.0,2,4,4,重要保持客户
1998,1,2,299.0,1,3,4,重要挽留客户
614,35,2,298.0,3,4,4,重要保持客户
2518,27,3,298.0,3,5,4,重要保持客户
4504,27,1,297.9,3,1,3,一般挽留客户
8336,21,1,297.0,2,1,3,一般挽留客户
9189,77,1,297.0,5,3,3,一般发展客户
4620,6,1,297.0,1,1,3,一般挽留客户
5819,21,3,297.0,2,5,3,一般保持客户
5978,15,1,297.0,2,1,3,一般挽留客户
7226,25,2,296.0,2,4,3,一般保持客户
9455,17,3,295.0,2,5,3,一般保持客户
5845,6,2,295.0,1,4,3,一般保持客户
598,13,2,295.0,2,4,3,一般保持客户
7475,6,3,294.0,1,5,3,一般保持客户
9194,20,2,294.0,2,4,3,一般保持客户
1249,4,3,293.0,1,5,3,一般保持客户
3739,35,3,293.0,3,5,3,一般保持客户
6293,22,3,292.0,2,5,3,一般保持客户
8703,24,1,292.0,2,1,3,一般挽留客户
6921,35,2,292.0,3,4,3,一般保持客户
2967,1,2,292.0,1,3,3,一般挽留客户
9674,14,3,292.0,2,5,3,一般保持客户
9454,6,2,292.0,1,4,3,一般保持客户
2410,22,3,292.0,2,5,3,一般保持客户
9885,16,2,292.0,2,4,3,一般保持客户
1381,8,2,291.0,1,4,3,一般保持客户
7902,89,1,290.0,5,3,3,一般发展客户
4042,28,2,290.0,3,4,3,一般保持客户
8122,42,1,290.0,3,2,3,一般挽留客户
8815,85,1,290.0,5,3,3,一般发展客户
8932,72,1,289.0,5,3,3,一般发展客户
5392,8,3,289.0,1,5,3,一般保持客户
3360,7,2,289.0,1,4,3,一般保持客户
2187,46,3,289.0,4,5,3,一般价值客户
2192,13,2,289.0,2,4,3,一般保持客户
7512,63,2,289.0,4,5,3,一般价值客户
9881,24,2,288.0,2,4,3,一般保持客户
5076,28,2,288.0,3,4,3,一般保持客户
4202,24,3,287.0,2,5,3,一般保持客户
6160,60,2,287.0,4,5,3,一般价值客户
9184,4,3,287.0,1,5,3,一般保持客户
7052,15,2,286.0,2,4,3,一般保持客户
3723,16,2,286.0,2,4,3,一般保持客户
3882,39,1,286.0,3,2,3,一般挽留客户
3633,45,1,286.0,4,2,3,一般发展客户
3934,39,2,285.0,3,4,3,一般保持客户
9537,0,2,285.0,1,3,3,一般挽留客户
8232,10,2,285.0,1,4,3,一般保持客户
4986,90,1,284.0,5,3,3,一般发展客户
9747,5,2,284.0,1,4,3,一般保持客户
5350,43,1,284.0,4,2,3,一般发展客户
1759,85,1,284.0,5,3,3,一般发展客户
8440,39,2,283.0,3,4,3,一般保持客户
7094,26,1,282.0,3,1,3,一般挽留客户
7623,33,1,282.0,3,1,3,一般挽留客户
9641,36,3,282.0,3,5,3,一般保持客户
6776,3,4,282.0,1,5,3,一般保持客户
2955,20,3,281.0,2,5,3,一般保持客户
8006,15,1,280.48,2,1,3,一般挽留客户
8617,13,2,280.0,2,4,3,一般保持客户
4589,80,1,280.0,5,3,3,一般发展客户
8266,26,2,279.0,3,4,3,一般保持客户
7417,49,2,279.0,4,4,3,一般价值客户
2726,50,2,279.0,4,4,3,一般价值客户
2218,21,2,279.0,2,4,3,一般保持客户
2652,16,2,278.0,2,4,3,一般保持客户
3867,37,1,278.0,3,2,3,一般挽留客户
6918,18,2,278.0,2,4,3,一般保持客户
5881,4,1,278.0,1,1,3,一般挽留客户
4684,60,1,278.0,4,2,3,一般发展客户
8579,41,2,278.0,3,4,3,一般保持客户
1139,18,1,278.0,2,1,3,一般挽留客户
8809,86,1,278.0,5,3,3,一般发展客户
6779,22,1,278.0,2,1,3,一般挽留客户
1723,16,5,277.0,2,5,3,一般保持客户
4138,27,2,277.0,3,4,3,一般保持客户
1828,28,2,277.0,3,4,3,一般保持客户
4765,83,1,276.0,5,3,3,一般发展客户
5926,30,3,276.0,3,5,3,一般保持客户
3109,42,1,276.0,3,2,3,一般挽留客户
9710,18,2,276.0,2,4,3,一般保持客户
2740,73,1,276.0,5,3,3,一般发展客户
7772,19,2,276.0,2,4,3,一般保持客户
9474,78,1,276.0,5,3,3,一般发展客户
2282,26,2,276.0,3,4,3,一般保持客户
9152,29,1,276.0,3,1,3,一般挽留客户
2288,46,2,275.0,4,4,3,一般价值客户
1560,70,1,275.0,5,3,3,一般发展客户
6529,53,2,275.0,4,4,3,一般价值客户
1028,89,1,275.0,5,3,3,一般发展客户
1310,1,4,275.0,1,5,3,一般保持客户
7135,0,2,275.0,1,3,3,一般挽留客户
2743,46,1,274.0,4,2,3,一般发展客户
9350,71,1,274.0,5,3,3,一般发展客户
413,42,2,274.0,3,4,3,一般保持客户
5841,42,1,274.0,3,2,3,一般挽留客户
2401,7,4,274.0,1,5,3,一般保持客户
5162,33,1,273.0,3,1,3,一般挽留客户
6047,36,2,273.0,3,4,3,一般保持客户
7246,48,2,272.0,4,4,3,一般价值客户
2004,32,1,272.0,3,1,3,一般挽留客户
913,77,1,272.0,5,3,3,一般发展客户
9802,59,1,272.0,4,2,3,一般发展客户
7535,19,2,272.0,2,4,3,一般保持客户
6412,61,1,272.0,4,2,3,一般发展客户
2931,39,2,272.0,3,4,3,一般保持客户
7043,4,1,272.0,1,1,3,一般挽留客户
15,75,1,272.0,5,3,3,一般发展客户
9192,3,2,271.0,1,4,3,一般保持客户
2359,78,1,270.0,5,3,3,一般发展客户
8429,6,4,270.0,1,5,3,一般保持客户
7762,20,1,270.0,2,1,3,一般挽留客户
6650,85,1,270.0,5,3,3,一般发展客户
344,37,1,270.0,3,2,3,一般挽留客户
4858,8,2,270.0,1,4,3,一般保持客户
7838,57,1,270.0,4,2,3,一般发展客户
893,31,2,270.0,3,4,3,一般保持客户
2570,7,2,269.0,1,4,3,一般保持客户
4700,16,2,269.0,2,4,3,一般保持客户
6208,12,3,269.0,2,5,3,一般保持客户
824,19,3,269.0,2,5,3,一般保持客户
5289,23,1,268.9,2,1,3,一般挽留客户
7840,17,1,268.0,2,1,3,一般挽留客户
3059,51,1,268.0,4,2,3,一般发展客户
4871,4,1,268.0,1,1,3,一般挽留客户
6951,7,3,268.0,1,5,3,一般保持客户
5415,30,1,268.0,3,1,3,一般挽留客户
528,54,1,268.0,4,2,3,一般发展客户
592,6,1,268.0,1,1,3,一般挽留客户
3151,24,3,268.0,2,5,3,一般保持客户
8843,39,1,268.0,3,2,3,一般挽留客户
2025,7,2,268.0,1,4,3,一般保持客户
3826,11,1,268.0,1,1,3,一般挽留客户
9595,43,1,268.0,4,2,3,一般发展客户
7066,50,2,268.0,4,4,3,一般价值客户
5282,8,2,267.0,1,4,3,一般保持客户
1254,14,2,267.0,2,4,3,一般保持客户
6444,46,1,267.0,4,2,3,一般发展客户
9308,28,2,267.0,3,4,3,一般保持客户
99,86,1,267.0,5,3,3,一般发展客户
7064,22,4,267.0,2,5,3,一般保持客户
4140,15,1,266.68,2,1,3,一般挽留客户
4697,3,3,266.0,1,5,3,一般保持客户
4542,4,3,266.0,1,5,3,一般保持客户
6210,0,4,265.0,1,5,3,一般保持客户
3284,42,3,264.0,3,5,3,一般保持客户
8888,1,2,264.0,1,3,3,一般挽留客户
3053,8,1,264.0,1,1,3,一般挽留客户
2651,11,3,264.0,1,5,3,一般保持客户
8455,57,1,264.0,4,2,3,一般发展客户
7214,12,3,264.0,2,5,3,一般保持客户
1135,77,1,264.0,5,3,3,一般发展客户
331,21,3,263.0,2,5,3,一般保持客户
2912,47,2,263.0,4,4,3,一般价值客户
538,19,1,263.0,2,1,3,一般挽留客户
477,50,2,263.0,4,4,3,一般价值客户
5217,14,2,263.0,2,4,3,一般保持客户
7408,9,3,263.0,1,5,3,一般保持客户
7593,28,2,263.0,3,4,3,一般保持客户
3680,86,1,262.0,5,3,3,一般发展客户
7946,40,3,262.0,3,5,3,一般保持客户
54,8,1,262.0,1,1,3,一般挽留客户
5641,5,2,262.0,1,4,3,一般保持客户
6990,10,1,262.0,1,1,3,一般挽留客户
442,14,2,262.0,2,4,3,一般保持客户
8424,80,1,262.0,5,3,3,一般发展客户
3622,34,2,262.0,3,4,3,一般保持客户
5018,1,2,261.0,1,3,3,一般挽留客户
3306,30,2,261.0,3,4,3,一般保持客户
6062,37,2,261.0,3,4,3,一般保持客户
36,42,1,261.0,3,2,3,一般挽留客户
5500,29,3,261.0,3,5,3,一般保持客户
4554,12,2,260.0,2,4,3,一般保持客户
1827,70,1,259.0,5,3,3,一般发展客户
5525,4,5,259.0,1,5,3,一般保持客户
9276,65,1,259.0,5,2,3,一般发展客户
3033,74,1,259.0,5,3,3,一般发展客户
1810,68,1,259.0,5,3,3,一般发展客户
3030,35,2,259.0,3,4,3,一般保持客户
9270,68,1,259.0,5,3,3,一般发展客户
6229,51,2,259.0,4,4,3,一般价值客户
5173,16,1,259.0,2,1,3,一般挽留客户
8255,23,2,258.26,2,4,3,一般保持客户
3979,33,2,258.0,3,4,3,一般保持客户
4866,13,4,257.0,2,5,3,一般保持客户
7890,7,2,257.0,1,4,3,一般保持客户
5027,15,2,257.0,2,4,3,一般保持客户
971,47,2,257.0,4,4,3,一般价值客户
3150,60,1,256.0,4,2,3,一般发展客户
3344,20,1,256.0,2,1,3,一般挽留客户
3258,34,2,256.0,3,4,3,一般保持客户
2235,56,1,256.0,4,2,3,一般发展客户
3992,70,2,256.0,5,5,3,一般价值客户
6978,57,1,256.0,4,2,3,一般发展客户
6338,20,3,256.0,2,5,3,一般保持客户
6178,17,4,255.0,2,5,3,一般保持客户
3206,71,1,255.0,5,3,3,一般发展客户
2750,45,2,255.0,4,4,3,一般价值客户
136,37,1,255.0,3,2,3,一般挽留客户
6146,89,1,255.0,5,3,3,一般发展客户
1308,1,3,255.0,1,5,3,一般保持客户
4385,48,1,255.0,4,2,3,一般发展客户
9498,12,2,255.0,2,4,3,一般保持客户
1628,28,1,255.0,3,1,3,一般挽留客户
9202,32,3,255.0,3,5,3,一般保持客户
3314,68,1,255.0,5,3,3,一般发展客户
4189,36,2,255.0,3,4,3,一般保持客户
7368,32,1,255.0,3,1,3,一般挽留客户
3471,3,3,254.0,1,5,3,一般保持客户
3448,38,3,254.0,3,5,3,一般保持客户
1256,32,1,254.0,3,1,3,一般挽留客户
7608,8,3,253.0,1,5,3,一般保持客户
2696,47,3,253.0,4,5,3,一般价值客户
5980,29,2,253.0,3,4,3,一般保持客户
9956,15,2,252.0,2,4,3,一般保持客户
138,18,2,252.0,2,4,3,一般保持客户
5937,18,2,252.0,2,4,3,一般保持客户
6496,11,2,252.0,1,4,3,一般保持客户
8648,20,1,251.0,2,1,3,一般挽留客户
4906,29,2,251.0,3,4,3,一般保持客户
4926,85,1,251.0,5,3,3,一般发展客户
7033,42,2,251.0,3,4,3,一般保持客户
2999,18,2,251.0,2,4,3,一般保持客户
9634,18,2,251.0,2,4,3,一般保持客户
3292,21,1,250.76,2,1,3,一般挽留客户
1641,28,2,250.0,3,4,3,一般保持客户
8485,65,2,250.0,5,5,3,一般价值客户
2554,3,2,250.0,1,4,3,一般保持客户
281,3,3,250.0,1,5,3,一般保持客户
5982,20,2,250.0,2,4,3,一般保持客户
2810,51,2,249.0,4,4,3,一般价值客户
2610,32,2,249.0,3,4,3,一般保持客户
2311,18,1,248.12,2,1,3,一般挽留客户
3183,14,2,248.0,2,4,3,一般保持客户
8184,44,2,248.0,4,4,3,一般价值客户
7365,15,1,248.0,2,1,3,一般挽留客户
1279,2,2,248.0,1,3,3,一般挽留客户
2163,25,2,247.0,2,4,3,一般保持客户
6466,16,3,247.0,2,5,3,一般保持客户
800,45,2,247.0,4,4,3,一般价值客户
3090,2,2,247.0,1,3,3,一般挽留客户
